f2	34184	2
f2	34202	3
f2	34203	4
f2	34212	5
f2	34213	6
f2	34213	7
f2	34213	8
f2	34233	9
f2	34233	10
f2	34233	1
f2	34262	1
f2	34262	2
f2	34702	3
f2	34703	4
f2	34703	1
f2	34703	1
f2	34704	2
f2	34704	3
f2	34729	4
f2	34729	5
f2	34742	6
f2	34746	7
f2	34751	1
f2	35713	2
f2	35713	3
f2	35720	1
f2	35736	1
f2	35736	1
f2	35751	2
f2	35760	3
f2	35777	4
f2	36703	5
f2	36712	6
f2	36713	1
f2	36713	2
f2	36724	3
f2	36724	1
f2	37716	2
f2	37717	1
f2	37734	2
f2	38717	3
f2	38730	4
f2	38742	1
f2	39720	2
f2	39736	3
f2	40715	4
f2	40753	5
f2	41721	6
f2	41743	1
f2	41767	1
f2	41768	1
f2	41768	2
f2	41783	3
f2	42716	4
f2	42716	5
f2	42718	1
f2	42719	1
f2	42736	1
f2	42736	1
f2	42736	1
f2	42736	2
f2	42766	3
f2	42769	4
f2	42780	5
f2	42782	6
f2	42784	7
f2	42785	8
f2	42785	9
f2	42786	10
f2	42786	1
f2	42787	1
f2	42792	1
f2	42796	1
f2	42821	2
f2	42821	3
f2	43716	4
f2	43720	5
f2	43720	1
f2	43720	1
f2	43721	1
f2	43721	2
f2	43736	3
f2	43736	4
f2	43736	1
f2	43736	1
f2	43751	1
f2	43751	2
f2	43751	3
f2	43768	1
f2	43769	1
f2	43779	2
f2	43780	3
f2	43802	4
f2	43802	5
f2	43822	6
f2	43823	1
f2	43840	1
f2	43840	2
f2	44712	3
f2	44714	4
f2	44736	5
f2	44736	6
f2	44736	7
f2	44752	8
f2	44753	9
f2	44753	1
f2	44765	1
f2	44766	2
f2	44772	3
f2	45714	4
f2	45714	5
f2	45714	1
f2	45714	1
f2	45714	1
f2	45714	2
f2	45722	3
f2	45722	4
f2	45724	1
f2	45728	1
f2	46717	2
f2	46717	3
f2	46718	4
f2	46718	5
f2	46749	6
f2	46753	7
f2	46753	8
f2	46764	9
f2	46764	1
f2	46764	1
f2	46764	1
f2	46788	2
f2	46792	3
f2	46792	1
f2	47721	2
f2	47746	3
f2	47773	4
f2	48718	5
f2	48718	1
f2	48746	2
f2	48746	1
f2	49730	2
f2	51720	3
f2	51744	4
f2	52720	5
f2	52757	6
f2	52772	1
f2	52783	2
f2	53714	3
f2	54735	4
f2	55735	5
f2	55740	1
f2	55760	2
f2	56724	3
f2	57714	4
f2	58714	5
f2	58736	1
f2	58736	1
f2	58736	1
f2	58756	2
f2	58756	3
f2	59705	4
f2	59721	5
f2	59742	1
f2	59764	2
f2	59811	3
f2	59833	1
f2	60707	2
f2	61726	3
f2	61756	1
f2	61786	2
f2	61836	3
f2	61884	4
f2	62726	5
f2	62735	1
f2	62736	1
f2	62767	2
f2	62783	3
f2	63715	4
f2	63715	5
f2	63740	6
f2	63740	7
f2	63740	8
f2	63765	9
f2	63765	1
f2	63765	1
f2	63765	1
f2	63773	1
f2	64710	2
f2	64711	3
f2	64734	4
f2	64735	5
f2	64736	6
f2	64739	7
f2	64739	1
f2	64762	2
f2	64763	3
f2	64763	1
f2	64765	1
f2	64766	1
f2	64780	2
f2	64790	3
f2	64804	1
f2	65717	2
f2	66732	3
f2	66761	4
f2	67738	5
f2	68722	1
f2	68723	2
f2	68755	3
f2	68773	1
f2	68796	2
f2	68826	3
f2	69716	4
f2	69731	1
f2	69756	2
f2	70737	3
f2	71731	4
f2	72714	5
f2	72744	1
f2	72744	1
f2	72758	2
f2	72764	3
f2	73719	4
f2	73719	5
f2	73745	6
f2	73745	7
f2	73748	8
f2	73764	9
f2	73768	10
f2	73768	11
f2	73768	1
f2	73768	1
f2	73780	1
f2	73781	1
f2	73813	2
f2	73816	3
f2	73830	1
f2	74719	2
f2	75720	3
f2	75734	4
f2	75757	5
f2	76721	6
f2	76752	7
f2	77724	1
f2	77746	2
f2	78717	3
f2	78759	4
f2	78778	5
f2	78825	1
f2	78840	2
f2	79753	1
f2	80713	2
f2	80747	1
f2	80772	2
f2	80790	3
f2	80809	4
f2	80824	1
f2	81717	2
f2	81718	1
f2	82708	2
f2	82740	3
f2	83721	4
f2	84714	5
f2	84740	6
f2	84765	1
f2	84765	1
f2	84765	1
f2	84796	2
f2	84816	3
f2	84816	4
f2	84829	5
f2	84833	6
f2	84852	7
f2	84852	8
f2	84852	9
f2	84852	10
f2	84852	11
f2	84868	12
f2	84868	13
f2	84868	14
f2	84869	1
f2	84869	1
f2	84869	1
f2	84869	1
f2	84869	1
f2	84882	1
f2	84883	1
f2	84883	1
f2	84883	1
f2	84883	1
f2	84883	2
f2	84883	3
f2	84884	1
f2	84884	1
f2	84884	1
f2	84884	1
f2	84884	1
f2	84885	2
f2	84885	3
f2	84909	4
f2	84916	1
f2	84916	1
f2	84916	1
f2	84941	1
f2	84942	2
f2	84950	3
f2	84952	4
f2	84965	5
f2	84965	6
f2	84979	7
f2	84979	8
f2	84979	1
f2	84979	1
f2	85005	1
f2	85005	1
f2	85005	2
f2	85042	3
f2	85043	1
f2	85053	1
f2	85056	2
f2	85086	3
f2	85116	1
f2	85736	2
f2	85736	1
f2	85767	2
f2	86748	3
f2	86764	4
f2	86788	1
f2	87720	2
f2	87752	3
f2	88715	1
f2	88716	2
f2	88736	3
