f2	14005	2
f2	14034	3
f2	14035	4
f2	14053	5
f2	14053	6
f2	14054	7
f2	14054	8
f2	14061	9
f2	14062	10
f2	14062	11
f2	14062	12
f2	14064	13
f2	14065	14
f2	14065	15
f2	14065	16
f2	14075	17
f2	14075	18
f2	14076	19
f2	14077	20
f2	14077	21
f2	14077	22
f2	14077	23
f2	14077	24
f2	14078	25
f2	14078	26
f2	14078	27
f2	14078	28
f2	14078	29
f2	14084	30
f2	14084	31
f2	14084	32
f2	14096	33
f2	14099	34
f2	14099	35
f2	14099	36
f2	14099	37
f2	14099	38
f2	14100	39
f2	14100	40
f2	14100	41
f2	14100	42
f2	14100	43
f2	14100	44
f2	14101	45
f2	14101	46
f2	14101	47
f2	14101	48
f2	14101	49
f2	14105	50
f2	14105	51
f2	14106	52
f2	14106	53
f2	14106	54
f2	14106	55
f2	14106	56
f2	14106	57
f2	14107	58
f2	14107	59
f2	14107	60
f2	14107	61
f2	14108	62
f2	14108	63
f2	14108	64
f2	14142	65
f2	14170	66
f2	14332	67
f2	14394	68
f2	14411	69
f2	14525	70
f2	13487	2
f2	13500	3
f2	13500	4
f2	13512	5
f2	13512	6
f2	13512	7
f2	13513	8
f2	13513	9
f2	13513	10
f2	13513	11
f2	13514	12
f2	13514	13
f2	13518	14
f2	13518	15
f2	13519	16
f2	13522	17
f2	13523	18
f2	13523	19
f2	13523	20
f2	13523	21
f2	13523	22
f2	13523	23
f2	13524	24
f2	13524	25
f2	13527	26
f2	13527	27
f2	13527	28
f2	13527	29
f2	13527	30
f2	13535	31
f2	13536	32
f2	13536	33
f2	13536	34
f2	13537	35
f2	13537	36
f2	13537	37
f2	13537	38
f2	13538	39
f2	13538	40
f2	13538	41
f2	13540	42
f2	13542	43
f2	13545	44
f2	13545	45
f2	13545	46
f2	13546	47
f2	13546	48
f2	13546	49
f2	13546	50
f2	13547	51
f2	13547	52
f2	13547	53
f2	13547	54
f2	13548	55
f2	13548	56
f2	13548	57
f2	13548	58
f2	13552	59
f2	13552	60
f2	13554	61
f2	13554	62
f2	13554	63
f2	13554	64
f2	13614	65
f2	13714	66
f2	13846	67
f2	14147	68
f2	14297	69
f2	14333	70
f3	23591	2
f3	23605	3
f3	23606	4
f3	23634	5
f3	23635	6
f3	23635	7
f3	23636	8
f3	23655	9
f3	23657	10
f3	23660	11
f3	23660	12
f3	23660	13
f3	23661	14
f3	23661	15
f3	23661	16
f3	23674	17
f3	23674	18
f3	23675	19
f3	23675	20
f3	23675	21
f3	23675	22
f3	23675	23
f3	23675	24
f3	23675	25
f3	23675	26
f3	23675	27
f3	23676	28
f3	23676	29
f3	23676	30
f3	23676	31
f3	23682	32
f3	23682	33
f3	23682	34
f3	23684	35
f3	23684	36
f3	23685	37
f3	23685	38
f3	23685	39
f3	23686	40
f3	23686	41
f3	23686	42
f3	23687	43
f3	23687	44
f3	23688	45
f3	23688	46
f3	23688	47
f3	23688	48
f3	23691	49
f3	23691	50
f3	23692	51
f3	23692	52
f3	23693	53
f3	23695	54
f3	23695	55
f3	23695	56
f3	23696	57
f3	23696	58
f3	23697	59
f3	23697	60
f3	23701	61
f3	23702	62
f3	23702	63
f3	23702	64
f3	23721	65
f3	23790	66
f3	23897	67
f3	24028	68
f3	24127	69
f3	24159	70
f2	8014	2
f2	8024	3
f2	8025	4
f2	8043	5
f2	8043	6
f2	8043	7
f2	8043	8
f2	8056	9
f2	8057	10
f2	8057	1
f2	8057	1
f2	8057	1
f2	8057	1
f2	8072	1
f2	8072	2
f2	8072	3
f2	8072	1
f2	8074	1
f2	8089	1
f2	8090	2
f2	8090	3
f2	8108	1
f2	8108	2
f2	8125	3
f2	8141	4
f2	8160	5
f2	8175	6
f2	8175	1
f2	8191	1
f2	8196	1
f2	8197	2
f2	8214	3
f2	8214	1
f2	8216	2
f2	8229	1
f2	10350	2
f2	10397	3
f2	10407	1
f2	13353	2
f2	13386	3
f2	13406	4
f2	13426	5
f2	13443	6
f2	13450	7
f2	13481	8
f2	13482	1
f2	13482	1
f2	13493	1
f2	13493	1
f2	13495	1
f2	13496	2
f2	13496	3
